default,balance
0,729.5264952072858
0,817.1804065554977
0,1073.549164011728
0,529.2506047452785
0,785.655882930501
0,919.5885304744999
0,825.5133305172009
0,808.667504297266
0,1161.0578540313222
0,0
0,0
0,1220.5837530037688
0,237.04511397747194
0,606.7423433024643
0,1112.9684006330453
0,286.23256013922395
0,0
0,527.540184074571
0,485.9368641717292
0,1095.0727352873976
0,228.95254964257242
0,954.2617927735455
0,1055.956604729044
0,641.9843888480208
0,773.211724534176
0,855.0085225256915
0,642.9997385154295
0,1454.8632724840368
0,615.7042765604052
0,1119.569353328648
0,494.8162288073257
0,448.8806562560393
0,584.90489468245
0,913.587172608928
0,1423.9389166408805
0,1499.724656559734
0,692.034167065432
0,351.45347152300985
0,742.6276207855974
0,653.1184001233884
0,872.1386795384769
0,837.2626227541713
0,1151.6305660826529
0,220.55560838643976
0,1690.234410387009
0,408.7729143051852
0,1238.610321241124
0,1228.3083503533583
0,820.9192041461837
0,857.4851177765004
0,563.6181771823624
0,1282.9725335957778
0,1505.7826748288405
0,904.0402590668128
0,0
0,1294.4973466731021
0,1275.550632723641
0,1536.5946009725167
0,1332.5226438669488
0,492.07976781541066
0,766.2343793038935
0,690.1272461999931
0,0
0,1480.655309262662
0,989.0555969753041
0,1302.3418351685646
0,1044.552343284715
0,0
0,866.0284363679901
0,690.800792354134
0,597.7571420170611
0,429.4854023062761
0,1398.1562014832557
0,1578.0640985399407
0,857.0690531342425
0,752.459945958806
0,774.7384269639269
0,728.3732513025868
0,76.99129052990713
0,196.4569131361834
0,948.7479183886163
0,431.9208853041759
0,461.63818223378007
0,572.0157602305989
0,335.5681447331789
0,510.2375931563797
0,1005.1613055557738
0,162.4544510865644
0,932.5331556823305
0,893.3304676122754
0,1332.7825635257136
0,1404.3830694521525
0,1148.96513915926
0,368.2234257205449
0,449.4666287692729
0,820.0171125784229
0,619.7518685755929
0,1047.718124009614
0,243.84132832575978
0,186.50038693149475
0,1422.0184875757648
0,383.7986590056735
0,1159.435096088591
0,882.9919125518502
0,1463.232891610859
0,1722.3558462831465
0,773.9218612577349
0,958.1694184689882
0,1207.532730149514
0,1056.6108304962984
0,117.64248393177627
0,596.9641192370044
0,0
0,541.662755324457
0,1119.1783034180555
0,810.3209364698351
0,271.5514377470097
0,1114.4032365042754
0,867.0308280535645
0,1176.7894016771984
0,610.2278186613985
0,272.61566171553517
0,449.73508583685907
0,827.7672094003244
0,430.0000994499006
0,0
0,1557.3446366822814
0,928.236966261476
0,1373.4501632892882
0,951.0729074999845
0,1292.210868505424
0,582.1887007065551
0,339.42463828091275
0,409.98232460876574
0,1216.4515095543343
0,598.4613921235853
1,1486.99812160021
0,943.7963387137615
0,0
0,996.2760867665917
0,748.3013403612553
0,324.7379217820321
0,575.382158489508
0,441.7382849262531
0,1188.6421795529354
0,95.14768019040548
0,1015.6148374840177
0,1258.5673927256744
0,1178.2444135284588
0,731.5326562544071
0,350.0887921398716
0,418.8483454338367
0,533.2294651813738
0,95.29697412836799
0,1453.0059320730254
0,352.6444140314647
0,736.2389354625
0,1306.4845722752016
0,1149.145627178988
0,703.2268907215383
0,1360.8004354123805
0,31.445080544732832
0,988.2144580693855
0,360.01907358436284
0,647.4835286192732
0,0
0,445.2418192163041
0,878.5420645010408
0,335.83411857617216
0,666.6088814343364
0,813.8766470198643
0,836.3000716231913
0,967.4826836817796
1,2205.7995211482867
0,1258.1852191443056
0,1239.8016990845526
0,0
0,927.8877322636066
0,1390.0307825189202
0,410.49770476795396
0,73.07654218465666
0,790.5977592473703
0,789.4950969838203
0,791.3604220787432
0,479.0423789903558
0,888.6132725502116
0,1284.386360506357
0,712.2763512802746
0,1290.6201686492095
0,126.36268539905677
0,779.3762576956508
0,697.490957463777
0,606.9746135483059
0,1802.903333557395
0,900.0853325974986
0,966.2802879680921
0,671.0613596391643
0,171.5591159598556
0,1482.4803000631516
0,640.6627517324735
0,706.1610275419855
1,1774.6942230577552
0,916.4993169230901
0,1271.2708123604025
0,110.57290981198253
0,1747.258881529589
1,1889.599189763037
0,27.201394650576503
0,746.2297750573914
1,1899.3906258472014
0,813.9945655253488
0,499.4578150946361
0,853.1613316608602
0,474.7273190882879
0,1235.8761134541733
0,620.675152595598
0,220.02856976493445
0,1304.914299318287
0,1608.1525598433504
0,256.47122755981536
0,1153.6049981538351
0,771.8958745085192
0,1099.6304221772843
0,782.8830296639054
0,444.2649061752725
0,504.0283787380297
0,1762.5034019881573
0,850.0961165964607
0,1412.238721303172
0,715.4968295886694
0,1363.5285994213293
0,493.24188979938685
0,1354.7525372035793
0,571.293911015155
0,956.1513521834503
0,964.8202529853809
0,552.6343660246578
0,338.2662016470924
0,709.1233513562157
0,978.9782004104584
0,371.01012781754207
1,1572.856480823635
0,0
1,1964.4768722527547
0,548.0377834424876
0,1257.0552216859442
0,1189.9180569741936
0,687.6837590148731
0,845.6989658385336
0,957.6848337701401
0,233.51684626705094
0,1126.9487439212305
0,488.855176548209
0,767.9035597804951
0,561.9257991243951
0,1092.2700127724645
0,71.78868300358238
0,1839.1436819622172
0,876.0007779067457
0,554.1078115355915
0,891.317898050276
0,464.83633309580193
0,563.5426611001624
1,1530.3531571461247
0,990.5670261862949
0,590.3997864987623
0,715.1641095742787
0,1540.3777266777115
0,1243.3265184082825
0,235.32849990887553
0,528.2543231704268
0,592.2538956228802
0,705.2049719862391
0,456.5156439906074
0,470.7175746528061
0,1503.0751298552411
0,1362.9655954038265
0,908.7715736879398
0,1096.8202721451462
0,369.2219424756529
0,673.3998990463482
0,1038.500007521527
0,0
0,527.1940865733084
0,817.4693368161046
0,1549.0427545174239
0,566.7137893516307
0,1496.056464875905
0,862.6566564166505
0,1259.1494178925677
0,1025.0388330316234
0,703.2777871027372
0,1082.3914973458864
0,910.4490235336277
0,996.5438621607958
0,353.77822600897343
0,782.7108275006302
0,1716.5954182442392
0,502.898638357521
0,1033.4684685052316
0,0
0,1087.083499368333
0,1047.2442488139354
0,1056.9273525241056
0,979.2244246328618
0,847.8187062530681
0,781.7712847630601
0,402.48888682595236
0,204.7401817145775
0,2022.6746432422706
0,748.937063784024
0,838.2756877524191
0,386.01604929084647
0,812.3992965256474
0,1809.9265643935928
0,0
0,1328.1838041190736
0,1464.9360488269904
0,1200.5651376473854
0,989.6864199644285
0,870.7345799257752
0,1200.8473900159438
0,1428.8320473614115
0,0
0,359.45886653759715
0,265.68394978665486
0,1027.7705316920103
0,729.0474334976183
0,1042.8049199138914
0,230.23058789876723
0,367.4660121832011
0,737.70535394131
0,18.261285363544516
0,1257.7602088919139
0,455.5215132063035
0,56.967560350470535
0,723.9319852997224
0,612.3831576774427
0,1220.1776056907022
0,1222.3476917140724
0,1165.4911381469558
1,1642.819996638255
0,944.1735600177813
0,749.6080039006731
0,370.37518677766644
1,1991.6491201129943
0,773.9152265768554
0,817.2498112623944
0,1060.716219676658
1,1550.4492644131492
0,454.46696221293655
0,1256.2393254151332
0,1484.3953929752352
0,1050.4773279325136
0,986.40061892638
0,717.3419269516882
0,692.1432226815818
1,1328.89272521776
0,673.4681910560811
0,218.63929704308782
0,1218.166965823737
0,13.516802550350917
0,531.478699850065
0,165.53815169522989
0,1351.8497223330232
0,107.28208304961697
0,947.1935713804361
0,434.5602592261246
0,1020.0672404886427
0,662.3053180223241
0,754.4206129209641
0,289.4895756933645
0,198.0384092297005
0,516.0604916765751
0,697.5638089897906
0,502.32478346777873
0,1459.6870830451578
0,716.9987226892947
0,1037.9727050178165
0,673.0161171960983
0,371.92178470125157
0,89.13495795722281
0,1273.2801810591202
0,600.723302967373
0,905.0381646367895
0,1061.441562144476
0,1672.6392483047675
0,883.7026456003246
0,373.7803300040063
0,1287.79518693788
0,1229.7425714789572
0,510.61384695432145
0,775.6301687168121
0,1152.9828868865661
0,1303.662589701675
0,1675.278851732068
0,398.27773304463244
0,739.9017593967977
0,226.41769651402285
0,1217.3217121341856
0,639.8205582492084
0,883.1669768803265
0,2.2876109529973974
0,419.6373476658685
0,1544.140249868313
0,1101.0150179519908
1,1700.5999134865815
0,311.82458686811003
0,442.8302222526753
0,728.8149600612097
0,278.87790252013656
0,758.7023275344906
0,620.3396794393711
0,1890.1674114752918
0,0
0,1329.1988422159416
0,1075.8637723747565
0,618.5275092228185
0,1111.0865758202006
0,864.0397435185412
0,895.2298096146186
0,954.0304336886076
0,947.6349327408963
0,267.3037277440134
0,1366.805783228705
0,624.7318835092829
0,13.679382669679967
0,785.8664856500989
0,1353.0938456950473
0,480.3212639148299
